,Quote,Author,Main Tag,Other Tags
0,"“I'm selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle. But if you can't handle me at my worst, then you sure as hell don't deserve me at my best.”",― Marilyn Monroe,truth,"[' attributed-no-source, best, life, love, mistakes, out-of-control, truth, worst']"
1,"“If you tell the truth, you don't have to remember anything.”",― Mark Twain,truth,"[' lies, lying, memory, truth']"
2,“The reason I talk to myself is because I’m the only one whose answers I accept.”,― George Carlin,truth,"[' humor, insanity, lies, lying, self-indulgence, truth']"
3,"“When someone loves you, the way they talk about you is different. You feel safe and comfortable.”","― Jess C. Scott, The Intern",truth,"[' desire, emotion, friendship, honesty, imagination, individuality, life, love, passion, reality, relationships, romance, truth, wisdom, wise-words']"
4,“The truth is rarely pure and never simple.”,"― Oscar Wilde, The Importance of Being Earnest",truth,[' truth']
5,"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”","― J.K. Rowling, Harry Potter and the Sorcerer's Stone",truth,[' truth']
6,“A lie can travel half way around the world while the truth is putting on its shoes.”,― Mark Twain,truth,"[' misattributed-mark-twain, truth']"
7,“Never tell the truth to people who are not worthy of it.”,― Mark Twain,truth,[' truth']
8,“Perhaps one did not want to be loved so much as to be understood.”,"― George Orwell, 1984",truth,[' truth']
9,"“The truth will set you free, but first it will piss you off.”","― Joe Klaas, Twelve Steps to Happiness",truth,"[' anger, freedom, misattributed-gloria-steinem, truth']"
10,"“When I despair, I remember that all through history the way of truth and love have always won. There have been tyrants and murderers, and for a time, they can seem invincible, but in the end, they always fall. Think of it--always.”",― Mahatma Gandhi,truth,"[' despair, evil, goodness, inspirational, love, sadness, truth, victory']"
11,“I am not pretty. I am not beautiful. I am as radiant as the sun.”,"― Suzanne Collins, The Hunger Games",truth,[' truth']
12,“Facts do not cease to exist because they are ignored.”,"― Aldous Huxley, Complete Essays, Vol. II: 1926-1929",truth,"[' fact, ignorance, truth']"
13,"“Above all, don't lie to yourself. The man who lies to himself and listens to his own lie comes to a point that he cannot distinguish the truth within him, or around him, and so loses all respect for himself and for others. And having no respect he ceases to love.”","― Fyodor Dostoevsky, The Brothers Karamazov",truth,"[' lies, love, respect, self-deception, truth']"
14,"“I believe in everything until it's disproved. So I believe in fairies, the myths, dragons. It all exists, even if it's in your mind. Who's to say that dreams and nightmares aren't as real as the here and now?”",― John Lennon,truth,"[' beatles, dragons, dreamers, dreaming, dreams, fairies, faith, mythology, nightmares, reality, truth']"
15,“In a time of deceit telling the truth is a revolutionary act.”,― George Orwell,truth,[' truth']
16,“A thing is not necessarily true because a man dies for it.”,― Oscar Wilde,truth,"[' belief, death, ideals, martyr, truth']"
17,"“Here's all you have to know about men and women: women are crazy, men are stupid. And the main reason women are crazy is that men are stupid.”","― George Carlin, When Will Jesus Bring The Pork Chops?",truth,"[' crazy, men, stupid, truth, women']"
18,“Books are mirrors: you only see in them what you already have inside you.”,"― Carlos Ruiz Zafón, The Shadow of the Wind",truth,"[' books, reading, truth']"
19,“The unexamined life is not worth living.”,― Socrates,truth,"[' inspiration, truth, wisdom']"
20,"“Man is least himself when he talks in his own person. Give him a mask, and he will tell you the truth.”",― Oscar Wilde,truth,[' truth']
21,"“Men occasionally stumble over the truth, but most of them pick themselves up and hurry off as if nothing had happened.”",― Winston S. Churchill,truth,[' truth']
22,“Be mindful. Be grateful. Be positive. Be true. Be kind.”,"― Roy T. Bennett, The Light in the Heart",truth,"[' gratitude, inspiration, inspirational, inspirational-quotes, kindness, life, life-and-living, life-quotes, living-life, mindful, mindfulness, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, truth']"
23,“I lie to myself all the time. But I never believe me.”,"― S.E. Hinton, The Outsiders",truth,"[' lies, lying, self-deception, truth']"
24,"“Never be afraid to raise your voice for honesty and truth and compassion against injustice and lying and greed. If people all over the world...would do this, it would change the earth.”",― William Faulkner,truth,"[' advocacy, dissent, protest, truth, truth-telling']"
25,"“Truth is stranger than fiction, but it is because Fiction is obliged to stick to possibilities; Truth isn't.”","― Mark Twain, Following the Equator: A Journey Around the World",truth,"[' books, truth']"
26,“The truth does not change according to our ability to stomach it.”,― Flannery O'Connor,truth,[' truth']
27,"“The truth is, unless you let go, unless you forgive yourself, unless you forgive the situation, unless you realize that the situation is over, you cannot move forward.”","― Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience",truth,"[' forgiveness, inspirational, letting-go, life, motivational, moving-forward, truth']"
28,"“Rather than love, than money, than fame, give me truth.”","― Henry David Thoreau, Walden",truth,"[' truth, values']"
29,"“The things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy.”",― Kalu Ndukwe Kalu,truth,"[' hope, inspiration, inspirational, life, truth']"
30,"“Tell the truth, or someone will tell it for you.”","― Stephanie Klein, Straight Up and Dirty",truth,"[' humor, life, memoir, truth']"
31,“Art is the lie that enables us to realize the truth.”,― Pablo Picasso,truth,"[' art, truth']"
32,“The best way to find out if you can trust somebody is to trust them.”,― Ernest Hemingway,truth,"[' trust, truth']"
33,"“The most important kind of freedom is to be what you really are. You trade in your reality for a role. You trade in your sense for an act. You give up your ability to feel, and in exchange, put on a mask. There can't be any large-scale revolution until there's a personal revolution, on an individual level. It's got to happen inside first.”",― Jim MORRISON,truth,"[' freedom, individuality, inspirational, mask, personality, revolution, truth']"
34,"“There are no facts, only interpretations.”",― Friedrich Nietzsche,truth,"[' perspective, truth']"
35,"“The more I see, the less I know for sure.”",― John Lennon,truth,"[' beatles, life, perception, truth']"
36,“It's enough for me to be sure that you and I exist at this moment.”,"― Gabriel García Márquez, One Hundred Years of Solitude",truth,"[' existence, truth']"
37,“All you have to do is write one true sentence. Write the truest sentence that you know.”,― Ernest Hemingway,truth,"[' truth, writing, writing-advice']"
38,"“There are three types of lies -- lies, damn lies, and statistics.”",― Benjamin Disraeli,truth,"[' attributed-no-source, lies, lying, misattributed-mark-twain, statistics, truth']"
39,"“The beginning of love is the will to let those we love be perfectly themselves, the resolution not to twist them to fit our own image. If in loving them we do not love what they are, but only their potential likeness to ourselves, then we do not love them: we only love the reflection of ourselves we find in them”","― Thomas Merton, No Man Is an Island",truth,"[' friendship, love, self-discovery, trust, truth']"
40,"“So you're always honest,"" I said.","""Aren't you?""",truth,"[' lies, truth']"
41,“If you do not tell the truth about yourself you cannot tell it about other people.”,― Virginia Woolf,truth,"[' honesty, lies, stories, truth']"
42,"“If you want to tell people the truth, make them laugh, otherwise they'll kill you.”",― George Bernard Shaw,truth,"[' kill, laughter, misattributed-oscar-wilde, truth']"
43,“The past has no power over the present moment.”,― Eckhart Tolle,truth,"[' education, inspirational, life, philosophy, truth, wisdom']"
44,“A truth that's told with bad intent,Beats all the lies you can invent.”,truth,"[' lies, logic, philosophy, religion, truth']"
45,"“I have learned now that while those who speak about one's miseries usually hurt, those who keep silence hurt more.”",― C. S. Lewis,truth,"[' hurt, lewis, misery, sad, truth']"
46,"“No persons are more frequently wrong, than those who will not admit they are wrong.”",― François de La Rochefoucauld,truth,"[' cynical, life, truth']"
47,“Illegal aliens have always been a problem in the United States. Ask any Indian.”,― Robert Orben,truth,"[' humour, politics, truth']"
48,"“Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.”","― Marcus Aurelius , Meditations",truth,[' truth']
49,“Thinking something does not make it true. Wanting something does not make it real.”,"― Michelle Hodkin, The Unbecoming of Mara Dyer",truth,"[' inspirational-quotes, mara-dyer, reality, truth']"
50,“Better a cruel truth than a comfortable delusion.”,― Edward Abbey,truth,[' truth']
51,“The truth will set you free. But not until it is finished with you.”,"― David Foster Wallace, Infinite Jest",truth,"[' freedom, truth']"
52,"“To be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.”","― Elizabeth Gilbert, Committed: A Skeptic Makes Peace with Marriage",truth,"[' acceptance, being-loved, love, marriage, relationships, truth']"
53,"“All good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you: the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. If you can get so that you can give that to people, then you are a writer.”",― Ernest Hemingway,truth,"[' authors, good-books, truth, writers']"
54,“The only truth is music.”,― Jack Kerouac,truth,"[' music, truth']"
55,“Most men would rather deny a hard truth than face it.”,"― George R.R. Martin, A Game of Thrones",truth,"[' denial, honesty, truth']"
56,"“Usually we walk around constantly believing ourselves. ""I'm okay"" we say. ""I'm alright"". But sometimes the truth arrives on you and you can't get it off. That's when you realize that sometimes it isn't even an answer--it's a question. Even now, I wonder how much of my life is convinced.”","― Markus Zusak, The Book Thief",truth,[' truth']
57,“It is better to offer no excuse than a bad one.”,― George Washington,truth,"[' confession, excuses, honesty, lies, lying, truth']"
58,“Sometimes it takes a good fall to really know where you stand”,― Hayley Williams,truth,"[' falling, knowing, lesson-on-living, life, paramore, singer, stand, success, truth, understanding']"
59,"“All right,"" said Susan. ""I'm not stupid. You're saying humans need... fantasies to make life bearable.""",,truth,"[' belief, justice, lies, mercy, truth']"
60,“That's what fiction is for. It's for getting at the truth when the truth isn't sufficient for the truth.”,― Tim O'Brien,truth,"[' fiction, on-fiction, stories, truth, writing']"
61,"“It is difficult, when faced with a situation you cannot control, to admit you can do nothing.”","― Lemony Snicket, Horseradish",truth,[' truth']
62,"“When you are sorrowful look again in your heart, and you shall see that in truth you are weeping for that which has been your delight.”",― Kahlil Gibran,truth,"[' delight, heart, sorrow, truth, weeping']"
63,"“I'm about to make a wild, extreme and severe relationship rule: the word busy is a load of crap and is most often used by assholes. The word ""busy"" is the relationship Weapon of Mass Destruction. It seems like a good excuse, but in fact in every silo you uncover, all you're going to find is a man who didn't care enough to call. Remember men are never to busy to get what they want.”",― Greg Behrendt,truth,"[' behrendt, call, dating, faith, greg, he-s-not-just-into-you, love, marriage, romance, true, true-love, truth']"
64,"“There are times to stay put, and what you want will come to you, and there are times to go out into the world and find such a thing for yourself.”","― Lemony Snicket, Horseradish",truth,"[' life, patience, perseverance, seeking, truth']"
65,"“People often claim to hunger for truth, but seldom like the taste when it's served up.”","― George R.R. Martin, A Clash of Kings",truth,"[' human-nature, people, truth']"
66,"“I'm for truth, no matter who tells it. I'm for justice, no matter who it is for or against. I'm a human being, first and foremost, and as such I'm for whoever and whatever benefits humanity as a whole.”",― Malcolm X,truth,"[' activism, truth']"
67,"“People think that a liar gains a victory over his victim. What I’ve learned is that a lie is an act of self-abdication, because one surrenders one’s reality to the person to whom one lies, making that person one’s master, condemning oneself from then on to faking the sort of reality that person’s view requires to be faked…The man who lies to the world, is the world’s slave from then on…There are no white lies, there is only the blackest of destruction, and a white lie is the blackest of all.”","― Ayn Rand, Atlas Shrugged",truth,"[' lying, rearden, slave, truth, victim']"
68,"“The truth isn't always beauty, but the hunger for it is.”",― Nadine Gordimer,truth,[' truth']
69,"“The truth is not always beautiful, nor beautiful words the truth.”","― Lao Tzu, Tao Te Ching",truth,"[' apothegm, beauty, truth']"
70,"“Much of what was said did not matter, and that much of what mattered could not be said.”","― Katherine Boo, Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",truth,[' truth']
71,“We live in an age when unnecessary things are our only necessities.”,― Oscar Wilde,truth,"[' epigram, paradox, truth, wisdom']"
72,"“Men may be stronger, but it is women who endure.”","― Cassandra Clare, Clockwork Princess",truth,"[' tessa-gray, truth']"
73,“You can safely assume you've created God in your own image when it turns out that God hates all the same people you do.”,― Anne Lamott,truth,"[' christianity, fundamentalism, god, humor, idolatry, misattributed-to-anne-lamott, spirituality, truth']"
74,"“There’s no such thing as ruining your life. Life’s a pretty resilient thing, it turns out.”","― Sophie Kinsella, The Undomestic Goddess",truth,"[' life, resilience, ruins, truth']"
75,“A thinker sees his own actions as experiments and questions--as attempts to find out something. Success and failure are for him answers above all.”,― Friedrich Nietzsche,truth,"[' failure, intelligence, science, scientific-process, success, truth']"
76,“There are two ways to be fooled. One is to believe what isn't true; the other is to refuse to believe what is true.”,― Soren Kierkegaard,truth,"[' blindness, fools, self-deception, truth, willful-blindness, willful-ignorance']"
77,"“If you look for truth, you may find comfort in the end; if you look for comfort you will not get either comfort or truth only soft soap and wishful thinking to begin, and in the end, despair.”",― C.S. Lewis,truth,[' truth']
78,“Just because you don't understand it doesn't mean it isn't so.”,"― Lemony Snicket, The Blank Book",truth,"[' truth, understanding']"
79,"“I think that we are like stars. Something happens to burst us open; but when we burst open and think we are dying; we’re actually turning into a supernova. And then when we look at ourselves again, we see that we’re suddenly more beautiful than we ever were before!”",― C. JoyBell C.,truth,"[' human, humanity, inspirational, inspirational-life, inspirational-quotes, inspiring, life, life-and-living, living, people, self-awareness, stars, strength, supernova, truth']"
80,"“For me, it is far better to grasp the Universe as it really is than to persist in delusion, however satisfying and reassuring.”","― Carl Sagan, The Demon-Haunted World: Science as a Candle in the Dark",truth,"[' cosmology, delusion, knowledge, religion, science, truth, understanding']"
81,“Sometimes things become possible if we want them bad enough.”,― T.S. Eliot,truth,"[' memories, truth, wishes']"
82,“Whatever satisfies the soul is truth.”,― Walt Whitman,truth,"[' soul, truth']"
83,"“Something inside Clary cracked and broke, and words came pouring out. 'What do you want me to tell you? The truth? The truth is that I love Simon like I should love you, and I wish he was my brother and you weren't, but I can't do anything about that and neither can you!”","― Cassandra Clare , City of Ashes",truth,"[' city-of-ashes, clary-fray, jace-wayland, truth']"
84,"“Those sweet lips. My, oh my, I could kiss those lips all night long.",,truth,"[' desire, funny, honesty, humor, humour, love, lust, passion, relationships, romance, sex, truth, wisdom, young, young-adult, young-adults, youth']"
85,“Nothing ever happens like you imagine it will”,"― John Green, Paper Towns",truth,"[' life, love, margo-roth-spiegelman, truth']"
86,“Truth never damages a cause that is just.”,― Mahatma Gandhi,truth,"[' honesty, justice, secrecy, transparency, truth, truth-telling']"
87,"“I’m just sick of ego, ego, ego. My own and everybody else’s. I’m sick of everybody that wants to get somewhere, do something distinguished and all, be somebody interesting. It’s disgusting.”","― J.D. Salinger, Franny and Zooey",truth,[' truth']
88,“Wrong does not cease to be wrong because the majority share in it.”,"― Leo Tolstoy, A Confession",truth,"[' conscience, majority, right-and-wrong, truth, wrong']"
89,“The most common form of despair is not being who you are.”,― Søren Kierkegaard,truth,"[' self-betrayal, truth']"
90,"“1492. As children we were taught to memorize this year with pride and joy as the year people began living full and imaginative lives on the continent of North America. Actually, people had been living full and imaginative lives on the continent of North America for hundreds of years before that. 1492 was simply the year sea pirates began to rob, cheat, and kill them.”",― Kurt Vonnegut,truth,"[' humor, truth']"
91,“Perhaps the truth depends on a walk around the lake.”,― Wallace Stevens,truth,"[' poetry, truth']"
92,“There's a world of difference between truth and facts. Facts can obscure truth.”,― Maya Angelou,truth,[' truth']
93,"“Being in a minority, even in a minority of one, did not make you mad. There was truth and there was untruth, and if you clung to the truth even against the whole world, you were not mad.”","― George Orwell, 1984",truth,[' truth']
94,"“It is always the false that makes you suffer, the false desires and fears, the false values and ideas, the false relationships between people. Abandon the false and you are free of pain; truth makes happy, truth liberates.”",― Sri Nisargadatta Maharaj,truth,"[' inspirational, spiritual, truth']"
95,“Life's as kind as you let it be.”,"― Charles Bukowski, Hot Water Music",truth,"[' life, truth']"
96,"“Who is more humble? The scientist who looks at the universe with an open mind and accepts whatever the universe has to teach us, or somebody who says everything in this book must be considered the literal truth and never mind the fallibility of all the human beings involved?”",― Carl Sagan,truth,"[' agnosticism, humility, science, skepticism, truth']"
97,“Fiction reveals truth that reality obscures.”,― Jessamyn West,truth,"[' books, on-fiction, reality, truth']"
98,"“Love truth, but pardon error.”",― Voltaire,truth,[' truth']
99,“I envy people that know love. That have someone who takes them as they are.”,"― Jess C Scott, The Devilin Fey",truth,"[' dark, dark-divine, dark-humor, dark-lover, darkness, desire, emotion, emotional, emotional-plague, emotionally-scared, emotions, envy, gothic, gothic-fiction, gothic-romance, incubus, life, love, lust, paranormal, paranormal-fiction, paranormal-romance, passion, self, succubus, supernatural, supernaturalism, truth, urban-fantasy']"
100,"“Three things can not hide for long: the Moon, the Sun and the Truth.”",― Gautama Buddha,truth,[' truth']
101,"“But when it came right down to it, the skin of my wrist looked so white and defensless that I couldn't do it. It was as if what I wanted to kill wasn't in that skin or the thin blue pulse that jumped under my thumb, but somewhere else, deeper, more secret, and a whole lot harder to get.”","― Sylvia Plath, The Bell Jar",truth,"[' life, relatable, truth']"
102,"“Friends are the family you choose (~ Nin/Ithilnin, Elven rogue).”","― Jess C Scott, The Other Side of Life",truth,"[' cyberpunk, elven, elves, family, friends, friendship, human-behavior, human-nature, humanity, humankind, humans, inside-ourselves, insight, insightful, life, life-lessons, love, meaning, meaning-of-life, nq-mobile-omar-khan, omar-khan-nq-mobile, reflection, reflective, social-commentary, social-issues, social-science, society, truth, urban-fantasy, urban-fantasy-series, ya-urban-fantasy, young-adult, young-adult-fiction, young-adult-literature, young-adult-novels, young-adult-series']"
103,"“There's more beauty in truth, even if it is dreadful beauty.”","― John Steinbeck, East of Eden",truth,[' truth']
104,"“If the road is easy, you're likely going the wrong way.”",― Terry Goodkind,truth,"[' adversity, sword, truth']"
105,“The best lies were always mixed with truth.”,"― Sarah J. Maas, Crown of Midnight",truth,"[' lie, truth']"
106,“The essence of being human is that one does not seek perfection.”,"― George Orwell, In Front of Your Nose: 1945-1950",truth,"[' humanity, truth, wisdom']"
107,"“Equality is not a concept. It's not something we should be striving for. It's a necessity. Equality is like gravity. We need it to stand on this earth as men and women, and the misogyny that is in every culture is not a true part of the human condition. It is life out of balance, and that imbalance is sucking something out of the soul of every man and woman who's confronted with it. We need equality. Kinda now.”",― Joss Whedon,truth,"[' equality, fairness, feminism, freedom-of-choice, inspirational, truth']"
108,"“When truth is replaced by silence,the silence is a lie.”",― Yevgeny Yevtushenko,truth,"[' censorship, lies, lying, silence, truth']"
109,“It is an occupational hazard that anyone who has spent her life learning how to lie eventually becomes bad at telling the truth.”,"― Ally Carter, Heist Society",truth,"[' lies, truth']"
110,"“Facts are like cows. If you look them in the face long enough, they generally run away.”",― Dorothy L. Sayers,truth,"[' facts, truth']"
111,"“Over the years, I have come to realize that the greatest trap in our life is not success, popularity, or power, but self-rejection. Success, popularity, and power can indeed present a great temptation, but their seductive quality often comes from the way they are part of the much larger temptation to self-rejection. When we have come to believe in the voices that call us worthless and unlovable, then success, popularity, and power are easily perceived as attractive solutions. The real trap, however, is self-rejection. As soon as someone accuses me or criticizes me, as soon as I am rejected, left alone, or abandoned, I find myself thinking, ""Well, that proves once again that I am a nobody."" ... [My dark side says,] I am no good... I deserve to be pushed aside, forgotten, rejected, and abandoned. Self-rejection is the greatest enemy of the spiritual life because it contradicts the sacred voice that calls us the ""Beloved."" Being the Beloved constitutes the core truth of our existence.”",― Henri J.M. Nouwen,truth,"[' beloved, christianity, faith, feelings, identity, rejection, self, spiritual-life, spiritual-warfare, success, temptation, truth']"
112,“One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.”,― Oscar Wilde,truth,"[' age, discretion, secret, trust, truth, woman']"
113,"“But you can't make people listen. They have to come round in their own time, wondering what happened and why the world blew up around them. It can't last.”","― Ray Bradbury, Fahrenheit 451",truth,"[' lies, lying, truth, willful-ignorance']"
114,"“Here's something else to think about: calling when you say you're going to is the very first brick in the house you are building of love and trust. If he can't lay this one stupid brick down, you ain't never gonna have a house baby, and it's cold outside.”","― Greg Behrendt, He's Just Not That Into You: The No-Excuses Truth to Understanding Guys",truth,"[' behrendt, dating, greg, he-s-not-just-into-you, love, marriage, romance, truth']"
115,"“If someone is able to show me that what I think or do is not right, I will happily change, for I seek the truth, by which no one was ever truly harmed. It is the person who continues in his self-deception and ignorance who is harmed.”","― Marcus Aurelius, Meditations",truth,"[' open-mindedness, prejudice, truth']"
116,“You never know how much you really believe anything until its truth or falsehood becomes a matter of life and death to you.”,― C.S. Lewis,truth,"[' belief, life-and-death, truth']"
117,“Believe those who are seeking the truth. Doubt those who find it.”,― Andre Gide,truth,[' truth']
118,“Things come apart so easily when they have been held together with lies.”,"― Dorothy Allison, Bastard Out of Carolina",truth,"[' lies, lying, truth']"
119,"“Words can be twisted into any shape. Promises can be made to lull the heart and seduce the soul. In the final analysis, words mean nothing. They are labels we give things in an effort to wrap our puny little brains around their underlying natures, when ninety-nine percent of the time the totality of the reality is an entirely different beast. The wisest man is the silent one. Examine his actions. Judge him by them.”",― Karen Marie Moning,truth,"[' actions, labels, promises, reality, silence, soul, truth, words']"
120,"“The only way you can write the truth is to assume that what you set down will never be read. Not by any other person, and not even by yourself at some later date. Otherwise you begin excusing yourself. You must see the writing as emerging like a long scroll of ink from the index finger of your right hand; you must see your left hand erasing it.”","― Margaret Atwood, The Blind Assassin",truth,"[' truth, writing']"
121,"“History, Stephen said, is a nightmare from which I am trying to awake.”","― James Joyce, Ulysses",truth,"[' history, truth']"
122,"“Let’s start with this statistic: You are delicious. Be brave, my sweet. I know you can get lonely. I know you can crave companionship and sex and love so badly that it physically hurts. But I truly believe that the only way you can find out that there’s something better out there is to first believe there’s something better out there. What other choice is there?”","― Greg Behrendt, He's Just Not That Into You",truth,"[' call, dating, dating-advice, guys, love, marriage, romance, truth']"
123,"“Seldom, very seldom, does complete truth belong to any human disclosure; seldom can it happen that something is not a little disguised or a little mistaken.”","― Jane Austen, Emma",truth,"[' deception, honesty, relationships, truth']"
124,“Live your truth. Express your love. Share your enthusiasm. Take action towards your dreams. Walk your talk. Dance and sing to your music. Embrace your blessings. Make today worth remembering.”,"― Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience",truth,"[' action, blessings, carpe-diem, dance, enthusiasm, express, inspiration, live, love, motivation, music, share, sing, talk, truth, walk']"
125,"“I am not bound to win, but I am bound to be true. I am not bound to","succeed, but I am bound to live up to what light I have.”",truth,"[' honesty, honor, integrity, moral-courage, obligation, truth']"
126,"“The truth doesn't always set you free; people prefer to believe prettier, neatley wrapped lies”","― Jodi Picoult, Keeping Faith",truth,[' truth']
127,"“A fit, healthy body—that is the best fashion statement”",― Jess C Scott,truth,"[' beauty, body, body-image, culture, dance, dancer, desire, fashion, fitness, food, food-for-thought, friendship, funny, girl, health, healthy, hip-hop, honesty, humor, humour, imagination, individuality, life, love, lust-for-life, music, novel, passion, reality, relationships, self, sex, truth, wisdom, young, young-adult, young-adult-fiction, young-adult-literature, young-adult-novels, young-adults, youth']"
128,"“One swing set, well worn but structurally sound, seeks new home. Make memories with your kid or kids so that someday he or she or they will look into the backyard and feel the ache of sentimentality as desperately as I did this afternoon. It's all fragile and fleeting, dear reader, but with this swing set, your child(ren) will be introduced to the ups and downs of human life gently and safely, and may also learn the most important lesson of all: No matter how hard you kick, no matter how high you get, you can't go all the way around.”","― John Green, The Fault in Our Stars",truth,"[' life, truth']"
129,“Wanting to be liked can get in the way of truth.”,"― Delia Ephron, Sister Mother Husband Dog: Etc.",truth,[' truth']
130,"“Oh, what a tangled web we weave...when first we practice to deceive.”","― Walter Scott, Marmion",truth,"[' deception, honesty, inspirational, lies, truth']"
131,“Seeking what is true is not seeking what is desirable.”,"― Albert Camus, The Myth of Sisyphus and Other Essays",truth,"[' absurd, existentialism, honesty, seeking, truth']"
132,"“I can't believe I said it out loud. The truth doesn't set you free, you know. It makes you feel awkward and embarrassed and defenseless and red in the face and horrified and petrified and vulnerable. But free? I don't feel free. I feel like shit.”","― Melina Marchetta, Saving Francesca",truth,[' truth']
133,"“I have survived. I am here. Confused, screwed up, but here. So, how can I find my way? Is there a chain saw of the soul, an ax I can take to my memories or fears?”","― Laurie Halse Anderson, Speak",truth,"[' honesty, melinda, truth']"
134,“I believe that truth has only one face: that of a violent contradiction.”,"― Georges Bataille, Violent Silence: Celebrating Georges Bataille",truth,"[' contradiction, truth']"
135,"“The Bible has noble poetry in it... and some good morals and a wealth of obscenity, and upwards of a thousand lies.”",― Mark Twain,truth,"[' agnosticism, atheism, bible, christianity, mythology, truth']"
136,“Anyone who is capable of getting themselves made President should on no account be allowed to do the job.”,"― Douglas Adams, The Hitchhiker's Guide to the Galaxy",truth,"[' politics, presidency, truth, wishful-thinking']"
137,“Boredom: the desire for desires.”,― Leo Tolstoy,truth,[' truth']
138,"“Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths.”",― Criss Jami,truth,"[' aggravation, concealment, confusion, contemplation, dishonesty, hardcore, honesty, lie, lying, never, pain, provoke, secrecy, secrets, thinkers, thought, torture, truth']"
139,“I am certain of nothing but the holiness of the Heart's affections and the truth of the Imagination.”,― John Keats,truth,"[' imagination, love, truth']"
140,“A man's true character comes out when he's drunk.”,― Charlie Chaplin,truth,"[' character, drunk, humor, people, truth']"
141,“Our truest life is when we are in dreams awake.”,― Henry David Thoreau,truth,"[' dreams, truth']"
142,"“Man is always prey to his truths. Once he has admitted them, he cannot free himself from them.”","― Albert Camus, The Myth of Sisyphus and Other Essays",truth,"[' philosophy, truth']"
143,“You may choose to look the other way but you can never say again that you did not know.”,― William Wilberforce,truth,"[' abolition, accomplish, christian, great-britain, heard, hope, inspirational, love, peace, slavery, truth, try']"
144,“I have a theory that the truth is never told during the nine-to-five hours.”,― Hunter S. Thompson,truth,"[' journalist, truth']"
145,"“There is no greatness where there is not simplicity, goodness, and truth.”","― Leo Tolstoy, War and Peace",truth,"[' goodness, simplicity, truth']"
146,"“I felt like an animal, and animals don’t know sin, do they?”","― Jess C. Scott, Wicked Lovely",truth,"[' body, cool, desire, erotic, erotica, funny, girl, honesty, humor, humour, incest, love, lust, passion, relationships, romance, sex, sexuality, sister, taboo, truth, wisdom']"
147,“How hurtful it can be to deny one's true self and live a life of lies just to appease others.”,― June Ahern,truth,"[' life-lessons, psychology, spirituality, truth']"
148,“Muhammad has always been standing higher than the Christianity. He does not consider god as a human being and never makes himself equal to God. Muslims worship nothing except God and Muhammad is his Messenger. There is no any mystery and secret in it.”,― Leo Tolstoy,truth,"[' islam, muhammad, truth']"
149,"“You don’t believe things because they make your life better, you believe them because they’re true.”","― Veronica Roth, Allegiant",truth,"[' belief, truth']"
150,"“I was going to die, sooner or later, whether or not I had even spoken myself. My silences had not protected me. Your silences will not protect you.... What are the words you do not yet have? What are the tyrannies you swallow day by day and attempt to make your own, until you will sicken and die of them, still in silence? We have been socialized to respect fear more than our own need for language.""",,truth,"[' feminism, revolution, silence, speaking-out, truth']"
151,“I quote others only in order the better to express myself.”,"― Michel de Montaigne, The Complete Essays",truth,"[' expression, humor, irony, quoting, truth']"
152,"“It is an illusion that youth is happy, an illusion of those who have lost it; but the young know they are wretched for they are full of the truthless ideal which have been instilled into them, and each time they come in contact with the real, they are bruised and wounded. It looks as if they were victims of a conspiracy; for the books they read, ideal by the necessity of selection, and the conversation of their elders, who look back upon the past through a rosy haze of forgetfulness, prepare them for an unreal life. They must discover for themselves that all they have read and all they have been told are lies, lies, lies; and each discovery is another nail driven into the body on the cross of life.”","― W. Somerset Maugham, Of Human Bondage",truth,"[' happiness, ideals, nostalgia, real, truth, youth']"
153,"“There is nothing that is going to make people hate you more, and love you more, than telling the truth.”",― Stefan Molyneux,truth,"[' freedomain-radio, love, stefan-molyneux, truth']"
154,"“Therefore do not worry about tomorrow, for tomorrow will worry about its own things. Sufficient for the day is its own trouble. Matthew 6:34”","― Anonymous, The Holy Bible: King James Version",truth,"[' carpe-diem, scripture, spiritual, truth']"
155,"“I’m not sure. But there’s something about the darkness, the stillness of this hour, I think, that creates a language of its own. There’s a strange kind of freedom in the dark; a terrifying vulnerability we allow ourselves at exactly the wrong moment, tricked by the darkness into thinking it will keep our secrets. We forget that the blackness is not a blanket; we forget that the sun will soon rise. But in the moment, at least, we feel brave enough to say things we’d never say in the light.”","― Tahereh Mafi, Ignite Me",truth,"[' beautiful-writing, poignant, truth']"
156,“What's done cannot be undone.”,"― William Shakespeare , Macbeth",truth,"[' facing-facts, faits-accomplis, truth']"
